destination,place_name,category,address,rating,review_count,price_range,url,latitude,longitude
tempat makan dekat Danau Toba,Kafe Pak Pos,Restoran Indonesia,"
Jl. Sisingamangaraja, Tiga Raja, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174","4,1",1080,Rp 25–50 rb,https://www.google.com/maps/place/Kafe+Pak+Pos/data=!4m7!3m6!1s0x3031ec1daeaf8fdd:0x999dcd3e91674762!8m2!3d2.6676318!4d98.9387167!16s%2Fg%2F11cjj3pnpk!19sChIJ3Y-vrh3sMTARYkdnkT7NnZk?authuser=0&hl=id&rclk=1,2.6676318,98.9387167
tempat makan dekat Danau Toba,WinTie CoffeeShop-Parapat,Kafe,"
WinTie CoffeeShop, Simpang Sitahoan, Sipangan Bolon, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174","4,5",240,Rp 25–50 rb,https://www.google.com/maps/place/WinTie+CoffeeShop-Parapat/data=!4m7!3m6!1s0x3031ec1ce4bb246b:0x6e9c27ac5956a28c!8m2!3d2.6309669!4d98.9869412!16s%2Fg%2F11dxkdbdzn!19sChIJayS75BzsMTARjKJWWawnnG4?authuser=0&hl=id&rclk=1,2.6309669,98.9869412
tempat makan dekat Danau Toba,LA PINUS DAMASUS BISTRO & RESTO,Restoran,"
Dekat Simpang Hotel Patra Jasa, Jl Siborong borong Panatapan Sibaganding Parapat Danau Toba, Sipangan Bolon, Sipanganbolon, Sibaganding, Girsang Sipangan Bolon, Simalungun Regency, North Sumatra 21174","4,1",1253,Rp 25–50 rb,https://www.google.com/maps/place/LA+PINUS+DAMASUS+BISTRO+%26+RESTO/data=!4m7!3m6!1s0x3031eb870d554f39:0xdf2624bf6fa6316b!8m2!3d2.6975139!4d98.9226362!16s%2Fg%2F11f11nlkxy!19sChIJOU9VDYfrMTARazGmb78kJt8?authuser=0&hl=id&rclk=1,2.6975139,98.9226362
tempat makan dekat Danau Toba,RM KHAS BATAK DAINANG,Restoran Batak,"
Lumban Sitorus, Kec. Parmaksian, Toba, Sumatera Utara 22384","4,6",38,Rp 25–50 rb,https://www.google.com/maps/place/RM+KHAS+BATAK+DAINANG/data=!4m7!3m6!1s0x3031ff4d4f5b240b:0xabf1433dd36b1d20!8m2!3d2.4618311!4d99.1707336!16s%2Fg%2F11gwm9r3mw!19sChIJCyRbT03_MTARIB1r0z1D8as?authuser=0&hl=id&rclk=1,2.4618311,99.1707336
tempat makan dekat Danau Toba,THE MARIO'S Eatery & Cafe,Restoran Masakan Barat,"
H2RP+G3F, Jl. Siborongborong - Parapat, Sionggang Utara, Kec. Lumban Julu, Toba, Sumatera Utara 22386","4,3",929,Rp 50–75 rb,https://www.google.com/maps/place/THE+MARIO%27S+Eatery+%26+Cafe/data=!4m7!3m6!1s0x3031f1005bcaade1:0x5b2d693d0200445!8m2!3d2.5902919!4d99.0363405!16s%2Fg%2F11vrh6v8pm!19sChIJ4a3KWwDxMTARRQQg0JPWsgU?authuser=0&hl=id&rclk=1,2.5902919,99.0363405
tempat makan dekat Danau Toba,Rumah Makan Khas Batak Moranta Simbolon,Restoran Batak,"
Jl. Gereja, Kabupaten Samosir, Sumatera Utara 22392","4,5",46,Rp 25–50 rb,https://www.google.com/maps/place/Rumah+Makan+Khas+Batak+Moranta+Simbolon/data=!4m7!3m6!1s0x3031c519bd6d5501:0x691e1d5ddbcafe92!8m2!3d2.6122783!4d98.6951979!16s%2Fg%2F11j30ysws3!19sChIJAVVtvRnFMTARkv7K210dHmk?authuser=0&hl=id&rclk=1,2.6122783,98.6951979
tempat makan dekat Danau Toba,Valencia Homestay Mitra RedDoorz,,"
Jl. Josep Sinaga, Tiga Raja, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174","4,4",51,Rp 100.419,https://www.google.com/maps/place/Valencia+Homestay+Mitra+RedDoorz/data=!4m10!3m9!1s0x3031ef0183f6acad:0x99b660c3782c8cb7!5m2!4m1!1i2!8m2!3d2.6626402!4d98.9376716!16s%2Fg%2F11rptdw6rz!19sChIJraz2gwHvMTARt4wseMNgtpk?authuser=0&hl=id&rclk=1,2.6626402,98.9376716
tempat makan dekat Danau Toba,Tepi Coffee,Kafe,"
Jl. Danau Toba No.13, Ps. Pangururan, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22392","4,0",782,Rp 25–50 rb,https://www.google.com/maps/place/Tepi+Coffee/data=!4m7!3m6!1s0x3031c5b0b1049a87:0xab8a737d9fb5c7f6!8m2!3d2.6070291!4d98.6968593!16s%2Fg%2F11ft622b91!19sChIJh5oEsbDFMTAR9se1n31ziqs?authuser=0&hl=id&rclk=1,2.6070291,98.6968593
tempat makan dekat Danau Toba,RM BERKAH Nasional Muslim,Rumah Makan,"
MWRF+37X, Jl. Siborongborong - Parapat, Sibaganding, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174","4,3",263,Rp 25–50 rb,https://www.google.com/maps/place/RM+BERKAH+Nasional+Muslim/data=!4m7!3m6!1s0x3031ebd97aa9f99b:0x7ddb00df84623ece!8m2!3d2.6902406!4d98.9232366!16s%2Fg%2F11f650b_k0!19sChIJm_mpetnrMTARzj5ihN8A230?authuser=0&hl=id&rclk=1,2.6902406,98.9232366
tempat makan dekat Danau Toba,PALITO COFFEE AND RESTO,Restoran,"
JP52+655, Ps. Pangururan, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22392","4,1",545,Rp 25–50 rb,https://www.google.com/maps/place/PALITO+COFFEE+AND+RESTO/data=!4m7!3m6!1s0x3031c521d9939ddd:0x10dcdd72bdd5768!8m2!3d2.6082031!4d98.7005382!16s%2Fg%2F11bzyxqd_r!19sChIJ3Z2T2SHFMTARaFfdK9fNDQE?authuser=0&hl=id&rclk=1,2.6082031,98.7005382
tempat makan dekat Danau Toba,rumah makan alin,Restoran Asia,"
MR8V+246, Garoga, Simanindo, Kabupaten Samosir, Sumatera Utara","4,7",40,Rp 75–100 rb,https://www.google.com/maps/place/rumah+makan+alin/data=!4m7!3m6!1s0x3031e9005bbd822f:0x2e1e9df00fb9627f!8m2!3d2.6656887!4d98.8424002!16s%2Fg%2F11x366czjq!19sChIJL4K9WwDpMTARf2K5D_CdHi4?authuser=0&hl=id&rclk=1,2.6656887,98.8424002
tempat makan dekat Danau Toba,Rumah Makan Islam Pondok Akbar,Restoran,"
Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara","4,5",17,,https://www.google.com/maps/place/Rumah+Makan+Islam+Pondok+Akbar/data=!4m7!3m6!1s0x3031e9fc3b6811cf:0x16f74c3cb79a3a27!8m2!3d2.6593875!4d98.8471478!16s%2Fg%2F11gr1z_89_!19sChIJzxFoO_zpMTARJzqatzxM9xY?authuser=0&hl=id&rclk=1,2.6593875,98.8471478
tempat makan dekat Danau Toba,Sekapur Sirih,Restoran,"
Jl. Lkr. Tuktuk, Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara 22395","4,3",208,Rp 50–200 rb,https://www.google.com/maps/place/Sekapur+Sirih/data=!4m7!3m6!1s0x3031ea21d5b2e243:0x6c79b467fa6a9ff6!8m2!3d2.6689631!4d98.8584694!16s%2Fg%2F11cpkyk89p!19sChIJQ-Ky1SHqMTAR9p9q-me0eWw?authuser=0&hl=id&rclk=1,2.6689631,98.8584694
tempat makan dekat Danau Toba,Hotel and Restaurant Singgalang,,"
Jl. Sisingamangaraja No.52, Tiga Raja, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174","4,0",276,,https://www.google.com/maps/place/Hotel+and+Restaurant+Singgalang/data=!4m10!3m9!1s0x3031ec1f0afb2fa3:0xf7576c0acffc3538!5m2!4m1!1i2!8m2!3d2.6669509!4d98.9393185!16s%2Fg%2F1pzpsvhz4!19sChIJoy_7Ch_sMTARODX8zwpsV_c?authuser=0&hl=id&rclk=1,2.6669509,98.9393185
tempat makan dekat Danau Toba,Sigurgur Beach & Restaurant,Tujuan Wisata,"
Unnamed Road, Simarmata, Simanindo, Samosir Regency, North Sumatra 22395","4,4",363,,https://www.google.com/maps/place/Sigurgur+Beach+%26+Restaurant/data=!4m7!3m6!1s0x3031b932bf2efe37:0xb90006530436cee4!8m2!3d2.7484627!4d98.7142621!16s%2Fg%2F11fm_2lp9n!19sChIJN_4uvzK5MTAR5M42BFMGALk?authuser=0&hl=id&rclk=1,2.7484627,98.7142621
tempat makan dekat Danau Toba,Restaurant Asia,Restoran China,"
Jl. Sisingamangaraja No.65, Parapat, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174","4,2",397,Rp 25–125 rb,https://www.google.com/maps/place/Restaurant+Asia/data=!4m7!3m6!1s0x3031ec1da9fdc08f:0x8aba2643358ecc7f!8m2!3d2.6678795!4d98.9382985!16s%2Fg%2F1hf47jtd8!19sChIJj8D9qR3sMTARf8yONUMmuoo?authuser=0&hl=id&rclk=1,2.6678795,98.9382985
tempat makan dekat Danau Toba,Menara Pandang Tele,Titik Pemandangan,"
Tele Desa Partungkotnaginjang, Turpuk Limbong, Kec. Harian, Kabupaten Samosir, Sumatera Utara 22396","4,5",4753,,https://www.google.com/maps/place/Menara+Pandang+Tele/data=!4m7!3m6!1s0x3031d060f0e3180b:0xb561ba45f008aa18!8m2!3d2.5520625!4d98.6398125!16s%2Fg%2F11c55sb9rm!19sChIJCxjj8GDQMTARGKoI8EW6YbU?authuser=0&hl=id&rclk=1,2.5520625,98.6398125
tempat makan dekat Danau Toba,Rumah Makan Rosa Khas Batak,Restoran Batak,"
Parsaoran, Jl. Pulau Samosir, Tomok, Simanindo, Toba, Sumatera Utara 22395","5,0",14,,https://www.google.com/maps/place/Rumah+Makan+Rosa+Khas+Batak/data=!4m7!3m6!1s0x3031e91fce57f26b:0x4bc52bbec7071668!8m2!3d2.6540309!4d98.8605922!16s%2Fg%2F11fd6mfych!19sChIJa_JXzh_pMTARaBYHx74rxUs?authuser=0&hl=id&rclk=1,2.6540309,98.8605922
tempat makan dekat Danau Toba,RM. NAPINADAR,Restoran Masakan Ayam,"
Cinta Dame, Simanindo, Kabupaten Samosir, Sumatera Utara","4,7",15,Rp 50–75 rb,https://www.google.com/maps/place/RM.+NAPINADAR/data=!4m7!3m6!1s0x3031b90001241b9d:0x665efb295a38b572!8m2!3d2.7539541!4d98.7223846!16s%2Fg%2F11w8tk7md2!19sChIJnRskAQC5MTARcrU4Win7XmY?authuser=0&hl=id&rclk=1,2.7539541,98.7223846
tempat makan dekat Danau Toba,Rumah Makan Lomak,Restoran Indonesia,"
Jalan Lingkaran No.Kelurahan, Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara 22395","4,4",409,Rp 25–150 rb,https://www.google.com/maps/place/Rumah+Makan+Lomak/data=!4m7!3m6!1s0x3031e9f7c0000001:0xdda5940cb54df566!8m2!3d2.671061!4d98.8613742!16s%2Fg%2F11ddwhvmm4!19sChIJAQAAwPfpMTARZvVNtQyUpd0?authuser=0&hl=id&rclk=1,2.671061,98.8613742
tempat makan dekat Danau Toba,Pagar Batu Resto & PENGINAPAN,Restoran Indonesia,"
Jalan sibea bea ujung, Turpuk Sihotang, Kec. Harian, Kabupaten Samosir, Sumatera Utara","4,0",42,Rp 25–50 rb,https://www.google.com/maps/place/Pagar+Batu+Resto+%26+PENGINAPAN/data=!4m7!3m6!1s0x3031db3f99317173:0x7817d6c5eef8dc4a!8m2!3d2.5469585!4d98.6698967!16s%2Fg%2F11rf94hr12!19sChIJc3ExmT_bMTARStz47sXWF3g?authuser=0&hl=id&rclk=1,2.5469585,98.6698967
tempat makan dekat Danau Toba,TOPI TAO COFFEE SHOP & RESTO,Kafe,"
Jl. Putri Lopian, Ps. Pangururan, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22392","4,5",84,Rp 25–50 rb,https://www.google.com/maps/place/TOPI+TAO+COFFEE+SHOP+%26+RESTO/data=!4m7!3m6!1s0x3031c5ebfa78bfeb:0x9071721e204221e6!8m2!3d2.6064026!4d98.6979663!16s%2Fg%2F11l5jv_mh6!19sChIJ6794-uvFMTAR5iFCIB5ycZA?authuser=0&hl=id&rclk=1,2.6064026,98.6979663
tempat makan dekat Danau Toba,Biwa Cafe & Resto,Restoran,"
Jl. Parapat, Sibaganding, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174","4,3",565,Rp 25–50 rb,https://www.google.com/maps/place/Biwa+Cafe+%26+Resto/data=!4m7!3m6!1s0x3031eb4e62d2396d:0x20f325063084a697!8m2!3d2.6954487!4d98.922933!16s%2Fg%2F11h53pd07y!19sChIJbTnSYk7rMTARl6aEMAYl8yA?authuser=0&hl=id&rclk=1,2.6954487,98.922933
tempat makan dekat Danau Toba,Elios - Rumah Makan Khas Batak,Rumah Makan,"
Jl. Lkr. Tuktuk No.Desa, Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara 22395","3,8",379,Rp 25–75 rb,https://www.google.com/maps/place/Elios+-+Rumah+Makan+Khas+Batak/data=!4m7!3m6!1s0x3031ea217c070b19:0x15a34153cf95b6c8!8m2!3d2.6708396!4d98.8614382!16s%2Fg%2F11cr_fsm_f!19sChIJGQsHfCHqMTARyLaVz1NBoxU?authuser=0&hl=id&rclk=1,2.6708396,98.8614382
tempat makan dekat Danau Toba,RUMAH MAKAN Nasional Sinurat,Rumah Makan,"
Jalan Lingkar Simbolon Air Panas No.Desa, Sigaol Simbolon, Kec. Palipi, Kabupaten Samosir, Sumatera Utara 22393","4,5",106,Rp 25–175 rb,https://www.google.com/maps/place/RUMAH+MAKAN+Nasional+Sinurat/data=!4m7!3m6!1s0x3031db705be913df:0x798aacdc37678777!8m2!3d2.523501!4d98.7420305!16s%2Fg%2F11dfh_9syf!19sChIJ3xPpW3DbMTARd4dnN9ysink?authuser=0&hl=id&rclk=1,2.523501,98.7420305
tempat makan dekat Danau Toba,RM. Muslim Aceh Jumpa,Rumah Makan,"
MWMG+4FX, Jl. Siborongborong - Parapat, Sibaganding, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174","4,9",20,Rp 1–25.000,https://www.google.com/maps/place/RM.+Muslim+Aceh+Jumpa/data=!4m7!3m6!1s0x3031edd9de65db3b:0xc4dbb8901e853ee6!8m2!3d2.6828533!4d98.9262468!16s%2Fg%2F11fctdntg9!19sChIJO9tl3tntMTAR5j6FHpC428Q?authuser=0&hl=id&rclk=1,2.6828533,98.9262468
tempat makan dekat Danau Toba,Rumah Makan Muslim Penginapan,Restoran Indonesia,"
JM6W+65X, Jl. Sisingamangaraja, Pardomuan I, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22392","4,4",98,Rp 1–25.000,https://www.google.com/maps/place/Rumah+Makan+Muslim+Penginapan/data=!4m7!3m6!1s0x3031c57345c1ec59:0x185b5bf0e43bbcc8!8m2!3d2.610601!4d98.6954911!16s%2Fg%2F11fmp9vpkv!19sChIJWezBRXPFMTARyLw75PBbWxg?authuser=0&hl=id&rclk=1,2.610601,98.6954911
tempat makan dekat Danau Toba,Pizza Andaliman,Restoran Pizza,"
Jl. Patuan Nagari No.Kelurahan, Pardede Onan, Kec. Balige, Toba, Sumatera Utara 22313","4,2",1237,Rp 25–75 rb,https://www.google.com/maps/place/Pizza+Andaliman/data=!4m7!3m6!1s0x302e04f44b73e473:0x9e2d12331e4e904e!8m2!3d2.3292255!4d99.0544112!16s%2Fg%2F11cmzzxzfp!19sChIJc-RzS_QELjARTpBOHjMSLZ4?authuser=0&hl=id&rclk=1,2.3292255,99.0544112
tempat makan dekat Danau Toba,Ecovillage Silimalombu homestay/farmstay,,"
Jl. Desa Silimalombu, Silima Lombu, Kec. Onan Runggu, Kabupaten Samosir, Sumatera Utara","4,6",183,,https://www.google.com/maps/place/Ecovillage+Silimalombu+homestay%2Ffarmstay/data=!4m7!3m6!1s0x3031e6654dd02ae7:0x49f4adeb2462a8c4!8m2!3d2.5572049!4d98.9131794!16s%2Fg%2F11g7z9j7cp!19sChIJ5yrQTWXmMTARxKhiJOut9Ek?authuser=0&hl=id&rclk=1,2.5572049,98.9131794
tempat makan dekat Danau Toba,Warung Bikers Parapat,Rumah Makan,"
MW8V+WWF, Jalan Lintas, Jl. Sisingamangaraja, Parapat, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21171","4,6",288,Rp 25–50 rb,https://www.google.com/maps/place/Warung+Bikers+Parapat/data=!4m7!3m6!1s0x3031ef28b295bd51:0x94b5600ba1da67c5!8m2!3d2.6673123!4d98.9447879!16s%2Fg%2F11gr35cdcl!19sChIJUb2VsijvMTARxWfaoQtgtZQ?authuser=0&hl=id&rclk=1,2.6673123,98.9447879
tempat makan dekat Danau Toba,RM. Nasional Sampean Uli,Rumah Makan,"
Jalan Lingkar Simbolon Air Panas No.Desa, Sigaol Simbolon, Kec. Palipi, Kabupaten Samosir, Sumatera Utara 22393","4,6",87,Rp 25–50 rb,https://www.google.com/maps/place/RM.+Nasional+Sampean+Uli/data=!4m7!3m6!1s0x3031dbada005883d:0xd1150b151a299fe8!8m2!3d2.5298749!4d98.7346616!16s%2Fg%2F11cr_2b8jd!19sChIJPYgFoK3bMTAR6J8pGhULFdE?authuser=0&hl=id&rclk=1,2.5298749,98.7346616
tempat makan dekat Danau Toba,Yolanda Restaurant,Restoran,"
Jl. Lkr. Tuktuk, Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara 22395","4,9",63,,https://www.google.com/maps/place/Yolanda+Restaurant/data=!4m7!3m6!1s0x3031ea0ed639cfff:0xd3404380d2ce8887!8m2!3d2.6787019!4d98.8422546!16s%2Fg%2F11c709zdpt!19sChIJ_8851g7qMTARh4jO0oBDQNM?authuser=0&hl=id&rclk=1,2.6787019,98.8422546
tempat makan dekat Danau Toba,Rumah Makan Islam Murni,Restoran Halal,"
Jl. Haranggaol No.15, Tiga Raja, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174","4,4",157,Rp 25–50 rb,https://www.google.com/maps/place/Rumah+Makan+Islam+Murni/data=!4m7!3m6!1s0x3031eea9eaddbb8f:0x2243e7d506c0d913!8m2!3d2.664409!4d98.9312533!16s%2Fg%2F1hm32rtft!19sChIJj7vd6qnuMTARE9nABtXnQyI?authuser=0&hl=id&rclk=1,2.664409,98.9312533
tempat makan dekat Danau Toba,Kedai Teras Cafe,Kafetaria,"
Lake Toba, Jl. Marihat No.1, Tiga Raja, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174","4,6",19,,https://www.google.com/maps/place/Kedai+Teras+Cafe/data=!4m7!3m6!1s0x3031ef03a3fd85a1:0x1d2307ea4d2391f1!8m2!3d2.6653559!4d98.9310669!16s%2Fg%2F11fjz27v0h!19sChIJoYX9owPvMTAR8ZEjTeoHIx0?authuser=0&hl=id&rclk=1,2.6653559,98.9310669
tempat makan dekat Danau Toba,"D'Cozy Cafe & Resto, Ajibata, Parapat",Kafe,"
Jl. Justin Sirait, Pardamean Ajibata, Kec. Ajibata, Toba, Sumatera Utara 21174","4,9",121,Rp 25–50 rb,"https://www.google.com/maps/place/D%27Cozy+Cafe+%26+Resto,+Ajibata,+Parapat/data=!4m7!3m6!1s0x3031ef589c4f1f83:0x59884724d511c056!8m2!3d2.6586165!4d98.9348414!16s%2Fg%2F11qrhmjwm6!19sChIJgx9PnFjvMTARVsAR1SRHiFk?authuser=0&hl=id&rclk=1",2.6586165,98.9348414
tempat makan dekat Danau Toba,FAMILY RESTO (WAROENG FAMILY),Restoran,"
Jl. Gereja, Sait Nihuta, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22390","4,8",79,Rp 25–50 rb,https://www.google.com/maps/place/FAMILY+RESTO+%28WAROENG+FAMILY%29/data=!4m7!3m6!1s0x3031c5c01b1c821f:0xa98031bb84375b17!8m2!3d2.6281954!4d98.6939877!16s%2Fg%2F11y3jn0d_8!19sChIJH4IcG8DFMTARF1s3hLsxgKk?authuser=0&hl=id&rclk=1,2.6281954,98.6939877
tempat makan dekat Danau Toba,Pakkodian Toba,Tujuan Wisata,"
Danau Toba, Lintong Nihuta, Kec. Tampahan, Toba, Sumatera Utara 22312","4,5",629,,https://www.google.com/maps/place/Pakkodian+Toba/data=!4m7!3m6!1s0x302e04b328f0563f:0x290b460f48d5dd52!8m2!3d2.3396203!4d99.0134629!16s%2Fg%2F11c3k4_chx!19sChIJP1bwKLMELjARUt3VSA9GCyk?authuser=0&hl=id&rclk=1,2.3396203,99.0134629
tempat makan dekat Danau Toba,RM BPK MAN KENA (bang gurning),Kedai Sarapan & Makan Siang,"
PM4R+MR6, Sialanguan, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara","4,2",68,Rp 25–50 rb,https://www.google.com/maps/place/RM+BPK+MAN+KENA+%28bang+gurning%29/data=!4m7!3m6!1s0x3031c7498ec90593:0xa273f379e498808a!8m2!3d2.7066653!4d98.6920071!16s%2Fg%2F11txm3sq6c!19sChIJkwXJjknHMTARioCY5Hnzc6I?authuser=0&hl=id&rclk=1,2.7066653,98.6920071
tempat makan dekat Danau Toba,Rumah Makan Islam Kak Nona,Rumah Makan,"
Jl. Pulau Samosir, Tomok, Simanindo, Kabupaten Samosir, Sumatera Utara 22395","4,5",12,,https://www.google.com/maps/place/Rumah+Makan+Islam+Kak+Nona/data=!4m7!3m6!1s0x3031e993a75da733:0x2c36056ef72768a2!8m2!3d2.6531215!4d98.8612997!16s%2Fg%2F11c1s_br51!19sChIJM6ddp5PpMTARomgn924FNiw?authuser=0&hl=id&rclk=1,2.6531215,98.8612997
tempat makan dekat Danau Toba,Rumah Makan Samosir,Restoran,"
MRMG+55F, Desa Unjur,, Ambarita, Simanindo, Kabupaten Samosir, Sumatera Utara","4,8",5,,https://www.google.com/maps/place/Rumah+Makan+Samosir/data=!4m7!3m6!1s0x3031c1e627ab5bfb:0x7ff6b8540434c47!8m2!3d2.6829302!4d98.8254185!16s%2Fg%2F11c604n10x!19sChIJ-1urJ-bBMTARR0xDQIVr_wc?authuser=0&hl=id&rclk=1,2.6829302,98.8254185
tempat makan dekat Danau Toba,Bukit Doa,Tujuan Wisata,"
8X7J+W4F, Huta Ginjang, Kec. Muara, Kabupaten Tapanuli Utara, Sumatera Utara 22476","4,5",651,,https://www.google.com/maps/place/Bukit+Doa/data=!4m7!3m6!1s0x302e1b1d30e7e2e3:0x989e1dae7c4ee8dd!8m2!3d2.3148131!4d98.980307!16s%2Fg%2F11g6mbcqm0!19sChIJ4-LnMB0bLjAR3ehOfK4dnpg?authuser=0&hl=id&rclk=1,2.3148131,98.980307
tempat makan dekat Danau Toba,Rumah Makan Marina,Restoran Indonesia,"
Jl. Haranggaol No.48, Tiga Raja, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174","4,4",351,Rp 25–50 rb,https://www.google.com/maps/place/Rumah+Makan+Marina/data=!4m7!3m6!1s0x3031eea990b9f4a7:0x902e9a400b9fc3de!8m2!3d2.6637726!4d98.9310644!16s%2Fg%2F11csqxx3c0!19sChIJp_S5kKnuMTAR3sOfC0CaLpA?authuser=0&hl=id&rclk=1,2.6637726,98.9310644
tempat makan dekat Danau Toba,Tobay,Restoran,"
Jl. Lkr. Tuktuk No.26, Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara 22395","4,8",41,Rp 25–50 rb,https://www.google.com/maps/place/Tobay/data=!4m7!3m6!1s0x3031eb36084042e5:0xdbb94df8fe87a34!8m2!3d2.6714903!4d98.8609838!16s%2Fg%2F11f8fxs70g!19sChIJ5UJACDbrMTARNHroj9-Uuw0?authuser=0&hl=id&rclk=1,2.6714903,98.8609838
tempat makan dekat Danau Toba,Wanny Cavari Cafe (Binanga),Kedai Kopi,"
Ps. Lumban Julu, Kec. Lumban Julu, Toba, Sumatera Utara 22386","4,1",226,Rp 25–50 rb,https://www.google.com/maps/place/Wanny+Cavari+Cafe+%28Binanga%29/data=!4m7!3m6!1s0x3031f1b2886dcb25:0x2515912970776170!8m2!3d2.5916241!4d99.0351537!16s%2Fg%2F11rx38zc_5!19sChIJJcttiLLxMTARcGF3cCmRFSU?authuser=0&hl=id&rclk=1,2.5916241,99.0351537
tempat makan dekat Danau Toba,Warung Makan Muslim Angra,Restoran,"
MMVR+4JR, Jl. Raya Simanindo, Situngkir, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara","4,4",38,Rp 25–50 rb,https://www.google.com/maps/place/Warung+Makan+Muslim+Angra/data=!4m7!3m6!1s0x3031c755605f93bb:0x86a74037599428e2!8m2!3d2.6928639!4d98.691529!16s%2Fg%2F11hzjvpqfh!19sChIJu5NfYFXHMTAR4iiUWTdAp4Y?authuser=0&hl=id&rclk=1,2.6928639,98.691529
tempat makan dekat Danau Toba,Rumah Makan Padang dan Penginapan Muslim Ajo,Restoran,"
HM28+8Q2, Turpuk Sihotang, Kec. Harian, Kabupaten Samosir, Sumatera Utara 22396","3,8",13,Rp 25–50 rb,https://www.google.com/maps/place/Rumah+Makan+Padang+dan+Penginapan+Muslim+Ajo/data=!4m7!3m6!1s0x3031db8e9a70d39d:0x137a887ab301528c!8m2!3d2.5507418!4d98.6667082!16s%2Fg%2F11qbfkvvvt!19sChIJndNwmo7bMTARjFIBs3qIehM?authuser=0&hl=id&rclk=1,2.5507418,98.6667082
tempat makan dekat Danau Toba,Rumah Makan Holong Ni Dainang,Rumah Makan,"
Jl. Lkr. Tuktuk, Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara 22395","4,7",36,Rp 25–100 rb,https://www.google.com/maps/place/Rumah+Makan+Holong+Ni+Dainang/data=!4m7!3m6!1s0x3031eb0c41e3d491:0x24b4c918130ebf72!8m2!3d2.6704104!4d98.8567258!16s%2Fg%2F11swppk06h!19sChIJkdTjQQzrMTARcr8OExjJtCQ?authuser=0&hl=id&rclk=1,2.6704104,98.8567258
tempat makan dekat Danau Toba,Rumah Makan Islam Mami Tempo,Restoran Halal,"
MVG3+H7F, Jl. Lkr. Tuktuk, Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara 22395","4,3",115,Rp 25–50 rb,https://www.google.com/maps/place/Rumah+Makan+Islam+Mami+Tempo/data=!4m7!3m6!1s0x3031ea17513ea015:0xd162f9e16725a881!8m2!3d2.6764773!4d98.8532684!16s%2Fg%2F11cs26mv9f!19sChIJFaA-URfqMTARgaglZ-H5YtE?authuser=0&hl=id&rclk=1,2.6764773,98.8532684
tempat makan dekat Danau Toba,Warung Mbak Siti Kdi 1,Rumah Makan,"
MWMG+89Q, Jalan Panatapan, Sibaganding, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174","4,3",143,Rp 25–50 rb,https://www.google.com/maps/place/Warung+Mbak+Siti+Kdi+1/data=!4m7!3m6!1s0x3031ed672d11101f:0x93f2f203704939d8!8m2!3d2.6833472!4d98.9259726!16s%2Fg%2F11gr6jntqq!19sChIJHxARLWftMTAR2DlJcAPy8pM?authuser=0&hl=id&rclk=1,2.6833472,98.9259726
tempat makan dekat Danau Toba,Putra Kembar Coffee Shop & Resto,Rumah Makan,"
Warkop Panorama I Panatapan PARAPAT, Jl. Lintas Sumatera, Sibaganding, Pahae Julu, Kabupaten Tapanuli Utara, Sumatera Utara 22463","4,2",939,Rp 25–50 rb,https://www.google.com/maps/place/Putra+Kembar+Coffee+Shop+%26+Resto/data=!4m7!3m6!1s0x3031eb89eccbdaf5:0x8d492ffab6598099!8m2!3d2.6912055!4d98.9229049!16s%2Fg%2F11g6qdm_35!19sChIJ9drL7InrMTARmYBZtvovSY0?authuser=0&hl=id&rclk=1,2.6912055,98.9229049
