destination,place_name,category,address,rating,review_count,url,latitude,longitude
atraksi dekat Danau Toba,Pantai Grace,Hotel,"
RQ2J+HC5, Tigaras, Kec. Dolok Pardamean, Kabupaten Simalungun, Sumatera Utara 21163","4,7",15.0,https://www.google.com/maps/place/Pantai+Grace/data=!4m7!3m6!1s0x3031bf045e934ffd:0xe41bb01ffc496e93!8m2!3d2.8013891!4d98.7810963!16s%2Fg%2F11k9s2lwyf!19sChIJ_U-TXgS_MTARk25J_B-wG-Q?authuser=0&hl=id&rclk=1,2.8013891,98.7810963
atraksi dekat Danau Toba,Bukit Senyum Motung,Tujuan Wisata,"
JWPC+8C4, Motung, Kec. Ajibata, Toba, Sumatera Utara","4,7",884.0,https://www.google.com/maps/place/Bukit+Senyum+Motung/data=!4m7!3m6!1s0x3031e92d8ff12afb:0x95ba3b586458e443!8m2!3d2.6357725!4d98.9210627!16s%2Fg%2F11cmnmjg7m!19sChIJ-yrxjy3pMTARQ-RYZFg7upU?authuser=0&hl=id&rclk=1,2.6357725,98.9210627
atraksi dekat Danau Toba,Bukit Sipolha,Area Rekreasi Alam,"
PVM5+XP3 Bukit Sipolha, Sipolha Horison, Pematang Sidamanik, Simalungun Regency, North Sumatra 21186","4,6",479.0,https://www.google.com/maps/place/Bukit+Sipolha/data=!4m7!3m6!1s0x3031ebfd0df859b3:0xc96ac4b809eb62a!8m2!3d2.7348781!4d98.8593015!16s%2Fg%2F11g0w44mpm!19sChIJs1n4Df3rMTARKraegEuslgw?authuser=0&hl=id&rclk=1,2.7348781,98.8593015
atraksi dekat Danau Toba,Pantai Raya,Hotel,"
RQ2H+PW9, Tigaras, Kec. Dolok Pardamean, Kabupaten Simalungun, Sumatera Utara 21163","4,2",77.0,https://www.google.com/maps/place/Pantai+Raya/data=!4m7!3m6!1s0x3031beeda281cbf3:0x812ad8a56e85057d!8m2!3d2.8017876!4d98.7798438!16s%2Fg%2F11c5qsrvdc!19sChIJ88uBou2-MTARfQWFbqXYKoE?authuser=0&hl=id&rclk=1,2.8017876,98.7798438
atraksi dekat Danau Toba,Bukit Pahoda,Tujuan Wisata,"
82XR+J4W, Lumban Silintong, Kec. Balige, Toba, Sumatera Utara 22312","4,6",101.0,https://www.google.com/maps/place/Bukit+Pahoda/data=!4m7!3m6!1s0x302e049c02d6f0f9:0x51ad0eefbe2ba85d!8m2!3d2.349122!4d99.0403375!16s%2Fg%2F11c617g39v!19sChIJ-fDWApwELjARXagrvu8OrVE?authuser=0&hl=id&rclk=1,2.349122,99.0403375
atraksi dekat Danau Toba,Menara Pandang Tele,Titik Pemandangan,"
Tele Desa Partungkotnaginjang, Turpuk Limbong, Kec. Harian, Kabupaten Samosir, Sumatera Utara 22396","4,5",4753.0,https://www.google.com/maps/place/Menara+Pandang+Tele/data=!4m7!3m6!1s0x3031d060f0e3180b:0xb561ba45f008aa18!8m2!3d2.5520625!4d98.6398125!16s%2Fg%2F11c55sb9rm!19sChIJCxjj8GDQMTARGKoI8EW6YbU?authuser=0&hl=id&rclk=1,2.5520625,98.6398125
atraksi dekat Danau Toba,Makam Tua Raja Sidabutar,Pemakaman,"
MV26+G6G, Tomok, Simanindo, Kabupaten Samosir, Sumatera Utara 22395","4,4",173.0,https://www.google.com/maps/place/Makam+Tua+Raja+Sidabutar/data=!4m7!3m6!1s0x3031e99483a8f875:0xc42e0195b5b2968a!8m2!3d2.6513151!4d98.860582!16s%2Fg%2F11c5rvmg6c!19sChIJdfiog5TpMTARipaytZUBLsQ?authuser=0&hl=id&rclk=1,2.6513151,98.860582
atraksi dekat Danau Toba,Pantai Batu Papan Indah,Tujuan Wisata,"
VM5Q+W9M, Kec. Haranggaol Horison, Sumatera Utara 21165","4,0",29.0,https://www.google.com/maps/place/Pantai+Batu+Papan+Indah/data=!4m7!3m6!1s0x3031bb8965989bf5:0xd6b257f1c05591b0!8m2!3d2.8598346!4d98.6884205!16s%2Fg%2F11nnqc8jzx!19sChIJ9ZuYZYm7MTARsJFVwPFXstY?authuser=0&hl=id&rclk=1,2.8598346,98.6884205
atraksi dekat Danau Toba,Air Terjun Sigura-Gura,Tujuan Wisata,"
H833+VRV, Halado, Kec. Pintu Pohan Merant, Toba, Sumatera Utara 21274","4,4",292.0,https://www.google.com/maps/place/Air+Terjun+Sigura-Gura/data=!4m7!3m6!1s0x303204f4ef7ff827:0xa9089e4d7ca29038!8m2!3d2.55474!4d99.3045489!16s%2Fg%2F11c4wx4cvm!19sChIJJ_h_7_QEMjAROJCifE2eCKk?authuser=0&hl=id&rclk=1,2.55474,99.3045489
atraksi dekat Danau Toba,PEA POROHAN (WISATA ALAM),Tujuan Wisata,"
JPFM+PJX, Salaon Toba, Kec. Ronggur Nihuta, Kabupaten Samosir, Sumatera Utara 22392","4,7",7.0,https://www.google.com/maps/place/PEA+POROHAN+%28WISATA+ALAM%29/data=!4m7!3m6!1s0x3031c5900904bb3d:0x304eee46818a008d!8m2!3d2.6243546!4d98.7341014!16s%2Fg%2F11rc90hvwm!19sChIJPbsECZDFMTARjQCKgUbuTjA?authuser=0&hl=id&rclk=1,2.6243546,98.7341014
atraksi dekat Danau Toba,Desa Wisata Pardomuan Ajibata,Penginapan Dalam Ruangan,"
JWMX+FQC, Pardomuan Ajibata, Kec. Ajibata, Toba, Sumatera Utara 22386","4,8",6.0,https://www.google.com/maps/place/Desa+Wisata+Pardomuan+Ajibata/data=!4m7!3m6!1s0x3031ef6541b48a07:0xf17b6b085237d56c!8m2!3d2.6336795!4d98.9493751!16s%2Fg%2F11h3jdhx7n!19sChIJB4q0QWXvMTARbNU3Ughre_E?authuser=0&hl=id&rclk=1,2.6336795,98.9493751
atraksi dekat Danau Toba,Toba Village inn,,"
Kampung Tuktuk Siadong, Kecamatan Simanindo, Ambarita, Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara 22395","4,5",785.0,https://www.google.com/maps/place/Toba+Village+inn/data=!4m10!3m9!1s0x3031ea1e9c164ee3:0x7dbec97f1bd8bf80!5m2!4m1!1i2!8m2!3d2.6689794!4d98.8536002!16s%2Fg%2F11btmcjjc8!19sChIJ404WnB7qMTARgL_YG3_Jvn0?authuser=0&hl=id&rclk=1,2.6689794,98.8536002
atraksi dekat Danau Toba,Pantai Batuhoda,Tujuan Wisata,"
JL. Raya, Cinta Dame, Simanindo, Kabupaten Samosir, Sumatera Utara 22395","4,4",1689.0,https://www.google.com/maps/place/Pantai+Batuhoda/data=!4m7!3m6!1s0x3031c715b0bed547:0x346964c80c83147!8m2!3d2.759845!4d98.725414!16s%2Fg%2F11rtsn0zhj!19sChIJR9W-sBXHMTARRzHIgEyWRgM?authuser=0&hl=id&rclk=1,2.759845,98.725414
atraksi dekat Danau Toba,Desa Wisata Tomok Parsaoran,Tujuan Wisata,"
Jl. Makam Sidabutar Jalan, Tomok, Simanindo, Kabupaten Samosir, Sumatera Utara 22395","4,4",56.0,https://www.google.com/maps/place/Desa+Wisata+Tomok+Parsaoran/data=!4m7!3m6!1s0x3031e9ba15354255:0xc2c6218271f054a5!8m2!3d2.6517983!4d98.8610551!16s%2Fg%2F11mvlmmp9f!19sChIJVUI1FbrpMTARpVTwcYIhxsI?authuser=0&hl=id&rclk=1,2.6517983,98.8610551
atraksi dekat Danau Toba,Tao Silalahi Hotel,Tujuan Wisata,"
QGRM+85C, Silalahi I, Silalahi III, Kec. Silahsabungan, Kabupaten Dairi, Sumatera Utara 22281","4,5",499.0,https://www.google.com/maps/place/Tao+Silalahi+Hotel/data=!4m7!3m6!1s0x3031b59aaaaaaaab:0xf04f21347b36fb9!8m2!3d2.7908139!4d98.5329025!16s%2Fg%2F11c2qthb08!19sChIJq6qqqpq1MTARuW-zRxPyBA8?authuser=0&hl=id&rclk=1,2.7908139,98.5329025
atraksi dekat Borobudur,OFFICE DESA WISATA BOROBUDUR,Kantor Perusahaan,"
XIII, Jl. Medang Kamulan No.9Dusun, Dusun XIII, Borobudur, Kec. Borobudur, Kabupaten Magelang, Jawa Tengah 56553","5,0",13.0,https://www.google.com/maps/place/OFFICE+DESA+WISATA+BOROBUDUR/data=!4m7!3m6!1s0x2e7a8d002506dd85:0xa369bb3ee328acd9!8m2!3d-7.6044603!4d110.2085382!16s%2Fg%2F11vkb72fzg!19sChIJhd0GJQCNei4R2awo4z67aaM?authuser=0&hl=id&rclk=1,-7.6044603,110.2085382
atraksi dekat Borobudur,Lintang Waterpark Tempuran,Kolam Renang,"
C5JQ+348, Kasuran, Sumberarum, Kec. Tempuran, Kabupaten Magelang, Jawa Tengah 56161","4,1",921.0,https://www.google.com/maps/place/Lintang+Waterpark+Tempuran/data=!4m7!3m6!1s0x2e7a8d82403cba6d:0x11fe64f09546de7f!8m2!3d-7.5698425!4d110.187842!16s%2Fg%2F11tmkyn0sp!19sChIJbbo8QIKNei4Rf95GlfBk_hE?authuser=0&hl=id&rclk=1,-7.5698425,110.187842
atraksi dekat Borobudur,Kampoeng Dolanan Nusantara Borobudur,Tujuan Wisata,"
C672+H3C, Sodongan, RT.17/RW.6, Dusun I, Bumiharjo, Kec. Borobudur, Kabupaten Magelang, Jawa Tengah 56553","4,4",349.0,https://www.google.com/maps/place/Kampoeng+Dolanan+Nusantara+Borobudur/data=!4m7!3m6!1s0x2e7a8c456138b931:0xc5fea7564a444930!8m2!3d-7.5868028!4d110.2004594!16s%2Fg%2F11cssqjmwd!19sChIJMbk4YUWMei4RMElESlan_sU?authuser=0&hl=id&rclk=1,-7.5868028,110.2004594
atraksi dekat Borobudur,Borobudur Edupark,Taman Hiburan,"
Jl. Magelang - Yogyakarta, Batikan, Pabelan, Kec. Mungkid, Kabupaten Magelang, Jawa Tengah 56512","4,3",340.0,https://www.google.com/maps/place/Borobudur+Edupark/data=!4m7!3m6!1s0x2e7a8bc08e39f255:0x2655b1234badd43f!8m2!3d-7.5731478!4d110.2613076!16s%2Fg%2F1pzsmp7zh!19sChIJVfI5jsCLei4RP9StSyOxVSY?authuser=0&hl=id&rclk=1,-7.5731478,110.2613076
atraksi dekat Borobudur,Ibarbo Park,Tujuan Wisata,"
Jl. Magelang No.14, Jetis, Caturharjo, Kec. Sleman, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55515","4,3",11097.0,https://www.google.com/maps/place/Ibarbo+Park/data=!4m7!3m6!1s0x2e7a5f40b8f7af93:0x2d4d22c7100ea043!8m2!3d-7.6850212!4d110.3389997!16s%2Fg%2F11tjlkkg7t!19sChIJk6_3uEBfei4RQ6AOEMciTS0?authuser=0&hl=id&rclk=1,-7.6850212,110.3389997
atraksi dekat Borobudur,VW Tour Borobudur (by SVARGA WISATA),Biro Wisata,"
Perum Griya Kencana Permai Blok AIV No 7 Sigug, Srigetan, Bumiharjo, Kec. Borobudur, Kabupaten Magelang, Jawa Tengah 56553","4,7",181.0,https://www.google.com/maps/place/VW+Tour+Borobudur+%28by+SVARGA+WISATA%29/data=!4m7!3m6!1s0x2e7a8db748a5e1a7:0xdc345a44e0831634!8m2!3d-7.5943332!4d110.2023058!16s%2Fg%2F11h030jkky!19sChIJp-GlSLeNei4RNBaD4ERaNNw?authuser=0&hl=id&rclk=1,-7.5943332,110.2023058
atraksi dekat Borobudur,Pinus Warna Gerotan,Hutan Nasional,"
Jl. Ketep Kopeng, Area Kebun/Hutan, Ketundan, Kec. Pakis, Kabupaten Magelang, Jawa Tengah 56193","4,3",101.0,https://www.google.com/maps/place/Pinus+Warna+Gerotan/data=!4m7!3m6!1s0x2e7a7d0b0083e535:0xca218b533ba8633b!8m2!3d-7.4591049!4d110.3881587!16s%2Fg%2F11j23h3zzm!19sChIJNeWDAAt9ei4RO2OoO1OLIco?authuser=0&hl=id&rclk=1,-7.4591049,110.3881587
atraksi dekat Borobudur,DWANU Resto Borobudur | DWANU eatery & artisan steak,Restoran,"
Dusun 1, Wanurejo, Kec. Borobudur, Kabupaten Magelang, Jawa Tengah 56553","4,9",2138.0,https://www.google.com/maps/place/DWANU+Resto+Borobudur+%7C+DWANU+eatery+%26+artisan+steak/data=!4m7!3m6!1s0x2e7a8dd45dc4c2eb:0xb87a7053a1d60001!8m2!3d-7.6161838!4d110.2184006!16s%2Fg%2F11ss53pw8q!19sChIJ68LEXdSNei4RAQDWoVNwerg?authuser=0&hl=id&rclk=1,-7.6161838,110.2184006
atraksi dekat Borobudur,Shankara Borobudur,,"
Jl. Balaputradewa No.1, Dusun XVI, Borobudur, Kec. Borobudur, Kabupaten Magelang, Jawa Tengah 56553","4,5",1150.0,https://www.google.com/maps/place/Shankara+Borobudur/data=!4m10!3m9!1s0x2e7a8c8d102d8b1b:0xe506cdea40ecfa24!5m2!4m1!1i2!8m2!3d-7.6064227!4d110.213956!16s%2Fg%2F11dxb2225b!19sChIJG4stEI2Mei4RJPrsQOrNBuU?authuser=0&hl=id&rclk=1,-7.6064227,110.213956
atraksi dekat Borobudur,Borobudur Land,Tujuan Wisata,"
Jl. Sentanu, Jetis Gayu, Wringinputih, Kec. Borobudur, Kabupaten Magelang, Jawa Tengah 56553","4,3",1479.0,https://www.google.com/maps/place/Borobudur+Land/data=!4m7!3m6!1s0x2e7a8dd5ea1fc837:0x455cb46b7f83306f!8m2!3d-7.5864109!4d110.1915888!16s%2Fg%2F11t_s4wkbh!19sChIJN8gf6tWNei4RbzCDf2u0XEU?authuser=0&hl=id&rclk=1,-7.5864109,110.1915888
atraksi dekat Borobudur,,,,,,https://www.google.com/maps/place/Mendut+Buddhist+Monastery/data=!4m7!3m6!1s0x2e7a8c8483c43bfd:0x5b1e47a0860b6b39!8m2!3d-7.6053791!4d110.2293808!16s%2Fm%2F03c72hv!19sChIJ_TvEg4SMei4ROWsLhqBHHls?authuser=0&hl=id&rclk=1,-7.6053791,110.2293808
atraksi dekat Borobudur,Balkondes Candirejo,,"
96GJ+64R, Sangen, Candirejo, Kec. Borobudur, Kabupaten Magelang, Jawa Tengah 56553","4,7",17.0,https://www.google.com/maps/place/Balkondes+Candirejo/data=!4m10!3m9!1s0x2e7a8dec9a75fa3d:0x84b37f1442c196c0!5m2!4m1!1i2!8m2!3d-7.6244703!4d110.2302919!16s%2Fg%2F11t6wsmhz3!19sChIJPfp1muyNei4RwJbBQhR_s4Q?authuser=0&hl=id&rclk=1,-7.6244703,110.2302919
atraksi dekat Borobudur,Bukit Rhema Gereja Ayam,Gereja,"
Karangrejo Gombong, Kurahan, Kembanglimus, Kec. Borobudur, Kabupaten Magelang, Jawa Tengah 56553","4,8",24295.0,https://www.google.com/maps/place/Bukit+Rhema+Gereja+Ayam/data=!4m7!3m6!1s0x2e7a8d0411951787:0x24751ba0cf5dde6b!8m2!3d-7.6057093!4d110.180484!16s%2Fg%2F11cncb9270!19sChIJhxeVEQSNei4Ra95dz6AbdSQ?authuser=0&hl=id&rclk=1,-7.6057093,110.180484
atraksi dekat Borobudur,Tuk Udal Grabag,Tujuan Wisata,"
H77X+RCW, Lb. Kidul, Lebak, Kec. Grabag, Kabupaten Magelang, Jawa Tengah 56196","4,5",163.0,https://www.google.com/maps/place/Tuk+Udal+Grabag/data=!4m7!3m6!1s0x2e7a87a42138f2eb:0xb99d7818a6796874!8m2!3d-7.4353771!4d110.2985891!16s%2Fg%2F11cm88j1gx!19sChIJ6_I4IaSHei4RdGh5phh4nbk?authuser=0&hl=id&rclk=1,-7.4353771,110.2985891
atraksi dekat Borobudur,Desa Wisata Tlatar Kandangan,Tujuan Wisata,"
99QH+MGV, Tlatar Kandangan, Sempu, Wono Kerto, Turi, Sleman Regency, Special Region of Yogyakarta 55551","4,7",116.0,https://www.google.com/maps/place/Desa+Wisata+Tlatar+Kandangan/data=!4m7!3m6!1s0x2e7a6060030cfac9:0xeadbb96e26a4d9f0!8m2!3d-7.6107602!4d110.3788082!16s%2Fg%2F11c6dd6rmq!19sChIJyfoMA2Bgei4R8NmkJm652-o?authuser=0&hl=id&rclk=1,-7.6107602,110.3788082
atraksi dekat Borobudur,Spot sunrise,Taman,"
96X6+7QW, Dusun XV, Borobudur, Kec. Borobudur, Kabupaten Magelang, Jawa Tengah 56553",,,https://www.google.com/maps/place/Spot+sunrise/data=!4m7!3m6!1s0x2e7a8d007d65d99b:0xe696f6f078a4771e!8m2!3d-7.6017595!4d110.2119615!16s%2Fg%2F11w3l3r7pk!19sChIJm9llfQCNei4RHnekePD2luY?authuser=0&hl=id&rclk=1,-7.6017595,110.2119615
atraksi dekat Borobudur,Top Selfie Pinusan Kragilan,Taman,"
G9QP+M62, Jl. Magelang - Boyolali, Area Kebun/Hutan, Pogalan, Kec. Pakis, Kabupaten Magelang, Jawa Tengah 56193","4,3",7943.0,https://www.google.com/maps/place/Top+Selfie+Pinusan+Kragilan/data=!4m7!3m6!1s0x2e7a7cd684129269:0x876c62c2c01cd747!8m2!3d-7.4608559!4d110.3855312!16s%2Fg%2F11clsczgkd!19sChIJaZIShNZ8ei4RR9ccwMJibIc?authuser=0&hl=id&rclk=1,-7.4608559,110.3855312
atraksi dekat Borobudur,Svargabumi Borobudur,Pusat Rekreasi,"
Jl. Borobudur - Ngadiharjo, Sawah, Borobudur, Kec. Borobudur, Kabupaten Magelang, Jawa Tengah 56553","4,8",10060.0,https://www.google.com/maps/place/Svargabumi+Borobudur/data=!4m7!3m6!1s0x2e7a8d5dd6da471b:0x1703e19059b28f5c!8m2!3d-7.6133916!4d110.2055066!16s%2Fg%2F11jgs2wpxq!19sChIJG0fa1l2Nei4RXI-yWZDhAxc?authuser=0&hl=id&rclk=1,-7.6133916,110.2055066
atraksi dekat Borobudur,Wisata Kelinci Borobudur,Tujuan Wisata,"
Dusun Parakan, Ngargogondo, Kec. Borobudur, Kabupaten Magelang, Jawa Tengah 56553","4,3",540.0,https://www.google.com/maps/place/Wisata+Kelinci+Borobudur/data=!4m7!3m6!1s0x2e7a8cbc6186b079:0xd776f7edf237339e!8m2!3d-7.6226367!4d110.2218084!16s%2Fg%2F11c4bcww0b!19sChIJebCGYbyMei4RnjM38u33dtc?authuser=0&hl=id&rclk=1,-7.6226367,110.2218084
atraksi dekat Borobudur,Puunee Borobudur,Restoran,"
Sikepan, Mendut, Kec. Mungkid, Kabupaten Magelang, Jawa Tengah 56512","4,1",619.0,https://www.google.com/maps/place/Puunee+Borobudur/data=!4m7!3m6!1s0x2e7a8d6a30ebb4c7:0x1f83d27fbadd0907!8m2!3d-7.6075088!4d110.228298!16s%2Fg%2F11p_2dhbz2!19sChIJx7TrMGqNei4RBwndun_Sgx8?authuser=0&hl=id&rclk=1,-7.6075088,110.228298
atraksi dekat Borobudur,Gerbang Samudra Raksa,Taman,"
Jagalan, Jl. Nanggulan Mendut Klangon, Klangan, Banjaroyo, Kec. Kalibawang, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55672","4,5",147.0,https://www.google.com/maps/place/Gerbang+Samudra+Raksa/data=!4m7!3m6!1s0x2e7af504cd329775:0xc77e5baa16200f75!8m2!3d-7.6426803!4d110.2540437!16s%2Fg%2F11sr__hf3f!19sChIJdZcyzQT1ei4RdQ8gFqpbfsc?authuser=0&hl=id&rclk=1,-7.6426803,110.2540437
atraksi dekat Borobudur,Wisata Alam Pos Mati,Tujuan Wisata,"
Kedok, Giritengah, Kec. Borobudur, Kabupaten Magelang, Jawa Tengah 56553","4,5",101.0,https://www.google.com/maps/place/Wisata+Alam+Pos+Mati/data=!4m7!3m6!1s0x2e7a8d2a54d74467:0xc1f5cc93491a50ef!8m2!3d-7.6264157!4d110.1789032!16s%2Fg%2F11bwc559h2!19sChIJZ0TXVCqNei4R71AaSZPM9cE?authuser=0&hl=id&rclk=1,-7.6264157,110.1789032
atraksi dekat Borobudur,Polengan Edupark,Tujuan Wisata,"
C8FJ+JFW, Gejayan, Polengan, Kec. Srumbung, Kabupaten Magelang, Jawa Tengah 56483","4,4",160.0,https://www.google.com/maps/place/Polengan+Edupark/data=!4m7!3m6!1s0x2e7a6156165459f3:0x265830f387a59d59!8m2!3d-7.5764768!4d110.3315369!16s%2Fg%2F11kwr1zlb4!19sChIJ81lUFlZhei4RWZ2lh_MwWCY?authuser=0&hl=id&rclk=1,-7.5764768,110.3315369
atraksi dekat Borobudur,Watu putih view,Tujuan Wisata,"
malangan, Ngargogondo, Kec. Borobudur, Kabupaten Magelang, Jawa Tengah 56553","4,3",294.0,https://www.google.com/maps/place/Watu+putih+view/data=!4m7!3m6!1s0x2e7a8db5e6426b05:0x7680267ba9701960!8m2!3d-7.6278418!4d110.2077821!16s%2Fg%2F11rkwwx9d6!19sChIJBWtC5rWNei4RYBlwqXsmgHY?authuser=0&hl=id&rclk=1,-7.6278418,110.2077821
atraksi dekat Borobudur,Manohara Borobudur Sunrise Temple,Vihara,"
Manohara Hotel, Jalan, Kw. Candi Borobudur, Borobudur, Kec. Borobudur, Kabupaten Magelang, Jawa Tengah 56553","4,5",11.0,https://www.google.com/maps/place/Manohara+Borobudur+Sunrise+Temple/data=!4m7!3m6!1s0x2e7a8d71a25f82ef:0x1d22777f8d75cf1a!8m2!3d-7.6035562!4d110.1998445!16s%2Fg%2F11h4ls8jth!19sChIJ74JfonGNei4RGs91jX93Ih0?authuser=0&hl=id&rclk=1,-7.6035562,110.1998445
atraksi dekat Borobudur,WANA Mukti Siguede Kebonlegi,Tujuan Wisata,"
Jl. Raya Bandongan-Mangli, Area Sawah, Kebonlegi, Kec. Kaliangkrik, Kabupaten Magelang, Jawa Tengah 56411","4,6",357.0,https://www.google.com/maps/place/WANA+Mukti+Siguede+Kebonlegi/data=!4m7!3m6!1s0x2e7a9b2ae1dbbd7d:0xb742bf13edb0f82a!8m2!3d-7.4271749!4d110.1199341!16s%2Fg%2F11mx754w05!19sChIJfb3b4Sqbei4RKviw7RO_Qrc?authuser=0&hl=id&rclk=1,-7.4271749,110.1199341
atraksi dekat Borobudur,Curug Sigetik,Tujuan Wisata,"
G3PG+8GP, Kopeng Wetan, Sutopati, Kec. Kajoran, Kabupaten Magelang, Jawa Tengah 56163","4,1",57.0,https://www.google.com/maps/place/Curug+Sigetik/data=!4m7!3m6!1s0x2e7a9a68e01f325f:0xc637c5123a27a132!8m2!3d-7.4641562!4d110.076314!16s%2Fg%2F11c6z6sz9b!19sChIJXzIf4Giaei4RMqEnOhLFN8Y?authuser=0&hl=id&rclk=1,-7.4641562,110.076314
atraksi dekat Borobudur,Borobudur Jeep Parang Menoreh Adventure,Biro Perjalanan dan Wisata,"
Jl. Badrawati, Karang Bawang, Majaksingi, Kec. Borobudur, Kabupaten Magelang, Jawa Tengah 56553","5,0",211.0,https://www.google.com/maps/place/Borobudur+Jeep+Parang+Menoreh+Adventure/data=!4m7!3m6!1s0x2e7a8df9cc82828b:0xf48f1723766e8904!8m2!3d-7.6245648!4d110.2027641!16s%2Fg%2F11hyl64y8f!19sChIJi4KCzPmNei4RBIludiMXj_Q?authuser=0&hl=id&rclk=1,-7.6245648,110.2027641
atraksi dekat Borobudur,Enam Langit by Plataran,Restoran,"
Butuh, Candirejo, Kec. Borobudur, Kabupaten Magelang, Jawa Tengah 56553","4,6",2257.0,https://www.google.com/maps/place/Enam+Langit+by+Plataran/data=!4m7!3m6!1s0x2e7a8d5cd7c9f0a9:0xffa1500cf1249ad0!8m2!3d-7.6350116!4d110.2187796!16s%2Fg%2F11fm_m1_2s!19sChIJqfDJ11yNei4R0Jok8QxQof8?authuser=0&hl=id&rclk=1,-7.6350116,110.2187796
atraksi dekat Borobudur,Kolam renang Sumber arum,Tujuan Wisata,"
C5JP+HW7, RT.Dimajar/RW.1, Kasuran, Sumberarum, Tempuran, Magelang Regency, Central Java 56161","4,4",66.0,https://www.google.com/maps/place/Kolam+renang+Sumber+arum/data=!4m7!3m6!1s0x2e7a8d0aad45ef53:0xa30458671c628533!8m2!3d-7.5685915!4d110.1873008!16s%2Fg%2F11p3g_7bfw!19sChIJU-9FrQqNei4RM4ViHGdYBKM?authuser=0&hl=id&rclk=1,-7.5685915,110.1873008
atraksi dekat Borobudur,Wisata Edukasi Borobudur,Biro Perjalanan dan Wisata,"
Jowahan, Wanurejo, Kec. Borobudur, Kabupaten Magelang, Jawa Tengah 56553","5,0",19.0,https://www.google.com/maps/place/Wisata+Edukasi+Borobudur/data=!4m7!3m6!1s0x2e7a8d15ca6f2cd1:0x7a83a47c672a7596!8m2!3d-7.615836!4d110.2147953!16s%2Fg%2F11j02825tj!19sChIJ0SxvyhWNei4RlnUqZ3ykg3o?authuser=0&hl=id&rclk=1,-7.615836,110.2147953
atraksi dekat Borobudur,Candi Pawon,Vihara,"
96V9+GRV, Brojonalan, Dusun 1, Wanurejo, Kec. Borobudur, Kabupaten Magelang, Jawa Tengah 56553","4,5",2943.0,https://www.google.com/maps/place/Candi+Pawon/data=!4m7!3m6!1s0x2e7a8cf1c4ff2bc1:0x880152c6c83e297b!8m2!3d-7.6061348!4d110.2195624!16s%2Fm%2F03c42gx!19sChIJwSv_xPGMei4Reyk-yMZSAYg?authuser=0&hl=id&rclk=1,-7.6061348,110.2195624
atraksi dekat Borobudur,Kedai Bukit Rhema,Restoran,"
Kurahan, Karangrejo, Kec. Borobudur, Kabupaten Magelang, Jawa Tengah 56553","4,9",11107.0,https://www.google.com/maps/place/Kedai+Bukit+Rhema/data=!4m7!3m6!1s0x2e7a8d043ee88385:0xca01a8a7bc84d8f!8m2!3d-7.6056792!4d110.1803617!16s%2Fg%2F11gf96yb0f!19sChIJhYPoPgSNei4Rj03Ie4oaoAw?authuser=0&hl=id&rclk=1,-7.6056792,110.1803617
atraksi dekat Borobudur,ARUNG JERAM SUNGAI ELO Magelang,Operator Wisata Rafting,"
Jl. Parengisor No.10 KM 8, Pare, Blondo, Kec. Mungkid, Kabupaten Magelang, Jawa Tengah 56512","4,8",969.0,https://www.google.com/maps/place/ARUNG+JERAM+SUNGAI+ELO+Magelang/data=!4m7!3m6!1s0x2e7a895c0a5d9b07:0xb779e770b6014e5a!8m2!3d-7.5447974!4d110.2412978!16s%2Fg%2F11fj6g38md!19sChIJB5tdClyJei4RWk4BtnDnebc?authuser=0&hl=id&rclk=1,-7.5447974,110.2412978
atraksi dekat Borobudur,Wisata Edukasi Pati Aren,Tujuan Wisata,"
Tukeongo 01, Tuksongo, Kec. Borobudur, Kabupaten Magelang, Jawa Tengah 56553","4,7",3.0,https://www.google.com/maps/place/Wisata+Edukasi+Pati+Aren/data=!4m7!3m6!1s0x2e7a8d7c83c6c925:0xfe5d181ade13141b!8m2!3d-7.6212071!4d110.204183!16s%2Fg%2F11p5nb2mqh!19sChIJJcnGg3yNei4RGxQT3hoYXf4?authuser=0&hl=id&rclk=1,-7.6212071,110.204183
atraksi dekat Borobudur,Plataran Borobudur Resort & Spa,,"
Jl. Dusun Tanjungan, Dusun II, Borobudur, Kec. Borobudur, Kabupaten Magelang, Jawa Tengah 56553","4,7",4789.0,https://www.google.com/maps/place/Plataran+Borobudur+Resort+%26+Spa/data=!4m10!3m9!1s0x2e7a8cfb7841476f:0x3b850d9d05724dcf!5m2!4m1!1i2!8m2!3d-7.6062789!4d110.1920929!16s%2Fg%2F1hc2hk9vb!19sChIJb0dBePuMei4Rz01yBZ0NhTs?authuser=0&hl=id&rclk=1,-7.6062789,110.1920929
atraksi dekat Borobudur,Javanava Travelcafe,Biro Wisata,"
Jl. Pramudyawardhani No.20B, Dusun XIII, Borobudur, Kec. Borobudur, Kabupaten Magelang, Jawa Tengah 56553","4,7",20.0,https://www.google.com/maps/place/Javanava+Travelcafe/data=!4m7!3m6!1s0x2e7a8cf4a82e9055:0x248276f7631c80a!8m2!3d-7.6030106!4d110.2110113!16s%2Fg%2F11b7q6rm10!19sChIJVZAuqPSMei4RCsgxdm8nSAI?authuser=0&hl=id&rclk=1,-7.6030106,110.2110113
